4.000000059604644775e-01 -5.939506530761718750e+00 -5.942611694335937500e+00
6.499999761581420898e-01 -4.602056503295898438e+00 -4.604403495788574219e+00
1.000000000000000000e+00 7.921420097351074219e+00 7.914865970611572266e+00
5.000000074505805969e-02 -9.158716201782226562e+00 -9.130743026733398438e+00
5.500000119209289551e-01 -4.068767547607421875e+00 -4.064401149749755859e+00
5.000000000000000000e-01 -4.533351898193359375e+00 -4.545351505279541016e+00
6.999999880790710449e-01 -5.305346488952636719e+00 -5.302876949310302734e+00
8.999999761581420898e-01 1.856894731521606445e+00 1.855975151062011719e+00
3.000000119209289551e-01 -7.019420623779296875e+00 -7.007788181304931641e+00
9.499999880790710449e-01 5.651111602783203125e+00 5.651657104492187500e+00
2.000000029802322388e-01 -8.324061393737792969e+00 -8.319863319396972656e+00
1.000000014901161194e-01 -9.297140121459960938e+00 -9.328288078308105469e+00
2.500000000000000000e-01 -7.593698501586914062e+00 -7.605184078216552734e+00
8.000000119209289551e-01 -4.474843978881835938e+00 -4.474565029144287109e+00
4.499999880790710449e-01 -5.279835700988769531e+00 -5.258564949035644531e+00
3.499999940395355225e-01 -6.500290870666503906e+00 -6.499006748199462891e+00
8.500000238418579102e-01 -1.899632692337036133e+00 -1.899244546890258789e+00
1.500000059604644775e-01 -9.000183105468750000e+00 -8.989140510559082031e+00
0.000000000000000000e+00 -8.457743644714355469e+00 -8.486394882202148438e+00
7.500000000000000000e-01 -5.495387077331542969e+00 -5.496638298034667969e+00
6.000000238418579102e-01 -4.082909584045410156e+00 -4.074718952178955078e+00
